DATE,NFCI
2013-08-30,-0.59204
2013-09-06,-0.59222
2013-09-13,-0.59815
2013-09-20,-0.60796
2013-09-27,-0.62207
2013-10-04,-0.63805
2013-10-11,-0.65808
2013-10-18,-0.67382
2013-10-25,-0.69022
2013-11-01,-0.70178
2013-11-08,-0.71203
2013-11-15,-0.72064
2013-11-22,-0.72728
2013-11-29,-0.73336
2013-12-06,-0.73834
2013-12-13,-0.74196
2013-12-20,-0.74478
2013-12-27,-0.74641
2014-01-03,-0.74275
2014-01-10,-0.73948
2014-01-17,-0.73225
2014-01-24,-0.72527
2014-01-31,-0.71942
2014-02-07,-0.71776
2014-02-14,-0.71941
2014-02-21,-0.72427
2014-02-28,-0.73023
2014-03-07,-0.73621
2014-03-14,-0.74038
2014-03-21,-0.74396
2014-03-28,-0.74428
2014-04-04,-0.74386
2014-04-11,-0.74154
2014-04-18,-0.73683
2014-04-25,-0.73424
2014-05-02,-0.73257
2014-05-09,-0.73275
2014-05-16,-0.73487
2014-05-23,-0.74101
2014-05-30,-0.74774
2014-06-06,-0.75434
2014-06-13,-0.75902
2014-06-20,-0.76209
2014-06-27,-0.76160
2014-07-04,-0.75753
2014-07-11,-0.75239
2014-07-18,-0.74160
2014-07-25,-0.73185
2014-08-01,-0.72131
2014-08-08,-0.71330
2014-08-15,-0.70842
2014-08-22,-0.70356
2014-08-29,-0.69790
2014-09-05,-0.69130
2014-09-12,-0.68159
2014-09-19,-0.67069
2014-09-26,-0.65845
2014-10-03,-0.64652
2014-10-10,-0.63979
2014-10-17,-0.63085
2014-10-24,-0.63068
2014-10-31,-0.63288
2014-11-07,-0.63689
2014-11-14,-0.63890
2014-11-21,-0.63712
2014-11-28,-0.63108
2014-12-05,-0.62020
2014-12-12,-0.60245
2014-12-19,-0.58128
2014-12-26,-0.56187
2015-01-02,-0.53977
2015-01-09,-0.52186
2015-01-16,-0.50591
2015-01-23,-0.49428
2015-01-30,-0.48831
2015-02-06,-0.48774
2015-02-13,-0.49106
2015-02-20,-0.49942
2015-02-27,-0.50978
2015-03-06,-0.51994
2015-03-13,-0.52986
2015-03-20,-0.54125
2015-03-27,-0.55056
2015-04-03,-0.55674
2015-04-10,-0.56236
2015-04-17,-0.56026
2015-04-24,-0.55964
2015-05-01,-0.55511
2015-05-08,-0.54906
2015-05-15,-0.54364
2015-05-22,-0.54129
2015-05-29,-0.53949
2015-06-05,-0.54002
2015-06-12,-0.54125
2015-06-19,-0.54411
2015-06-26,-0.54723
2015-07-03,-0.54531
2015-07-10,-0.54353
2015-07-17,-0.53391
2015-07-24,-0.52000
2015-07-31,-0.49960
2015-08-07,-0.47561
2015-08-14,-0.44920
2015-08-21,-0.42414
2015-08-28,-0.40130
2015-09-04,-0.38714
2015-09-11,-0.38135
2015-09-18,-0.38215
2015-09-25,-0.39166
2015-10-02,-0.40427
2015-10-09,-0.42475
2015-10-16,-0.44213
2015-10-23,-0.45812
2015-10-30,-0.46827
2015-11-06,-0.47201
2015-11-13,-0.46627
2015-11-20,-0.45732
2015-11-27,-0.44189
2015-12-04,-0.42146
2015-12-11,-0.39721
2015-12-18,-0.37288
2015-12-25,-0.35167
2016-01-01,-0.33055
2016-01-08,-0.31121
2016-01-15,-0.29348
2016-01-22,-0.27969
2016-01-29,-0.27114
2016-02-05,-0.26765
2016-02-12,-0.26856
2016-02-19,-0.28088
2016-02-26,-0.29810
2016-03-04,-0.31870
2016-03-11,-0.33891
2016-03-18,-0.35641
2016-03-25,-0.36902
2016-04-01,-0.37608
2016-04-08,-0.37914
2016-04-15,-0.37904
2016-04-22,-0.38016
2016-04-29,-0.37932
2016-05-06,-0.37740
2016-05-13,-0.37526
2016-05-20,-0.37295
2016-05-27,-0.36862
2016-06-03,-0.36159
2016-06-10,-0.35340
2016-06-17,-0.34231
2016-06-24,-0.33632
2016-07-01,-0.33174
2016-07-08,-0.33321
2016-07-15,-0.33869
2016-07-22,-0.34829
2016-07-29,-0.35756
2016-08-05,-0.36450
2016-08-12,-0.36874
2016-08-19,-0.36719
2016-08-26,-0.36327
2016-09-02,-0.35366
2016-09-09,-0.34446
2016-09-16,-0.33574
2016-09-23,-0.33113
2016-09-30,-0.33026
2016-10-07,-0.33619
2016-10-14,-0.34556
2016-10-21,-0.35947
2016-10-28,-0.37663
2016-11-04,-0.39316
2016-11-11,-0.41159
2016-11-18,-0.42730
2016-11-25,-0.44205
2016-12-02,-0.45266
2016-12-09,-0.46167
2016-12-16,-0.46693
2016-12-23,-0.47157
2016-12-30,-0.47650
2017-01-06,-0.48035
2017-01-13,-0.48406
2017-01-20,-0.49064
2017-01-27,-0.49581
2017-02-03,-0.49925
2017-02-10,-0.50215
2017-02-17,-0.50192
2017-02-24,-0.49960
2017-03-03,-0.49678
2017-03-10,-0.49330
2017-03-17,-0.48891
2017-03-24,-0.48674
2017-03-31,-0.48680
2017-04-07,-0.48853
2017-04-14,-0.49189
2017-04-21,-0.49878
2017-04-28,-0.50791
2017-05-05,-0.51779
2017-05-12,-0.52785
2017-05-19,-0.53607
2017-05-26,-0.54773
2017-06-02,-0.55671
2017-06-09,-0.56546
2017-06-16,-0.57345
2017-06-23,-0.58027
2017-06-30,-0.58672
2017-07-07,-0.59250
2017-07-14,-0.59632
2017-07-21,-0.60053
2017-07-28,-0.60055
2017-08-04,-0.59734
2017-08-11,-0.59182
2017-08-18,-0.58501
2017-08-25,-0.58065
2017-09-01,-0.57745
2017-09-08,-0.57702
2017-09-15,-0.58154
2017-09-22,-0.58871
2017-09-29,-0.59804
2017-10-06,-0.60976
2017-10-13,-0.62065
2017-10-20,-0.63109
2017-10-27,-0.63879
2017-11-03,-0.64368
2017-11-10,-0.64493
2017-11-17,-0.64415
2017-11-24,-0.64234
2017-12-01,-0.63998
2017-12-08,-0.63790
2017-12-15,-0.63688
2017-12-22,-0.63822
2017-12-29,-0.63901
2018-01-05,-0.64003
2018-01-12,-0.63749
2018-01-19,-0.63342
2018-01-26,-0.62574
2018-02-02,-0.61277
2018-02-09,-0.59494
2018-02-16,-0.57856
2018-02-23,-0.56079
2018-03-02,-0.54320
2018-03-09,-0.52749
2018-03-16,-0.51465
2018-03-23,-0.50560
2018-03-30,-0.50277
2018-04-06,-0.50474
2018-04-13,-0.51271
2018-04-20,-0.52446
2018-04-27,-0.53532
2018-05-04,-0.54441
2018-05-11,-0.55194
2018-05-18,-0.55581
2018-05-25,-0.55429
2018-06-01,-0.54943
2018-06-08,-0.54521
2018-06-15,-0.54117
2018-06-22,-0.53816
2018-06-29,-0.53852
2018-07-06,-0.54177
2018-07-13,-0.55016
2018-07-20,-0.55822
2018-07-27,-0.56745
2018-08-03,-0.57639
2018-08-10,-0.58553
2018-08-17,-0.59252
2018-08-24,-0.59905
2018-08-31,-0.60433
2018-09-07,-0.60796
2018-09-14,-0.61118
2018-09-21,-0.61187
2018-09-28,-0.61176
2018-10-05,-0.60912
2018-10-12,-0.60301
2018-10-19,-0.59256
2018-10-26,-0.58099
2018-11-02,-0.56586
2018-11-09,-0.54804
2018-11-16,-0.52573
2018-11-23,-0.50145
2018-11-30,-0.47773
2018-12-07,-0.45543
2018-12-14,-0.43853
2018-12-21,-0.42953
2018-12-28,-0.43003
2019-01-04,-0.44004
2019-01-11,-0.45854
2019-01-18,-0.48277
2019-01-25,-0.51019
2019-02-01,-0.53642
2019-02-08,-0.55929
2019-02-15,-0.57785
2019-02-22,-0.59180
2019-03-01,-0.60001
2019-03-08,-0.60399
2019-03-15,-0.60510
2019-03-22,-0.60806
2019-03-29,-0.60959
2019-04-05,-0.61304
2019-04-12,-0.61558
2019-04-19,-0.62076
2019-04-26,-0.62298
2019-05-03,-0.62235
2019-05-10,-0.61830
2019-05-17,-0.61151
2019-05-24,-0.60426
2019-05-31,-0.59561
2019-06-07,-0.58937
2019-06-14,-0.58522
2019-06-21,-0.58478
2019-06-28,-0.58635
2019-07-05,-0.59018
2019-07-12,-0.59266
2019-07-19,-0.59338
2019-07-26,-0.59312
2019-08-02,-0.58684
2019-08-09,-0.57651
2019-08-16,-0.56354
2019-08-23,-0.55094
2019-08-30,-0.53689
2019-09-06,-0.52545
2019-09-13,-0.51418
2019-09-20,-0.50620
2019-09-27,-0.50160
2019-10-04,-0.50198
2019-10-11,-0.50770
2019-10-18,-0.52087
2019-10-25,-0.53747
2019-11-01,-0.55303
2019-11-08,-0.56671
2019-11-15,-0.57485
2019-11-22,-0.57703
2019-11-29,-0.57160
2019-12-06,-0.56157
2019-12-13,-0.55031
2019-12-20,-0.54412
2019-12-27,-0.54671
2020-01-03,-0.56231
2020-01-10,-0.58792
2020-01-17,-0.62118
2020-01-24,-0.64858
2020-01-31,-0.66023
2020-02-07,-0.64454
2020-02-14,-0.58814
2020-02-21,-0.48716
2020-02-28,-0.34253
2020-03-06,-0.17333
2020-03-13,0.00799
2020-03-20,0.17048
2020-03-27,0.28231
2020-04-03,0.33045
2020-04-10,0.33001
2020-04-17,0.27615
2020-04-24,0.18452
2020-05-01,0.07132
2020-05-08,-0.04230
2020-05-15,-0.13832
2020-05-22,-0.22223
2020-05-29,-0.27658
2020-06-05,-0.30651
2020-06-12,-0.31167
2020-06-19,-0.31086
2020-06-26,-0.30699
2020-07-03,-0.30969
2020-07-10,-0.31317
2020-07-17,-0.35518
2020-07-24,-0.39636
2020-07-31,-0.44118
2020-08-07,-0.48350
2020-08-14,-0.51731
2020-08-21,-0.53799
2020-08-28,-0.54448
2020-09-04,-0.53820
2020-09-11,-0.52228
2020-09-18,-0.50335
2020-09-25,-0.47926
2020-10-02,-0.46070
2020-10-09,-0.44958
2020-10-16,-0.44622
2020-10-23,-0.45976
2020-10-30,-0.47944
2020-11-06,-0.50742
2020-11-13,-0.53978
2020-11-20,-0.56790
2020-11-27,-0.59129
2020-12-04,-0.60925
2020-12-11,-0.61933
2020-12-18,-0.62349
2020-12-25,-0.62194
2021-01-01,-0.61957
2021-01-08,-0.61661
2021-01-15,-0.61387
2021-01-22,-0.61792
2021-01-29,-0.62079
2021-02-05,-0.62768
2021-02-12,-0.63596
2021-02-19,-0.64185
2021-02-26,-0.64811
2021-03-05,-0.65590
2021-03-12,-0.66328
2021-03-19,-0.67262
2021-03-26,-0.67881
2021-04-02,-0.68646
2021-04-09,-0.69432
2021-04-16,-0.70291
2021-04-23,-0.70513
2021-04-30,-0.70795
2021-05-07,-0.71012
2021-05-14,-0.71238
2021-05-21,-0.71222
2021-05-28,-0.71563
2021-06-04,-0.71993
2021-06-11,-0.72316
2021-06-18,-0.72700
2021-06-25,-0.72807
2021-07-02,-0.72767
2021-07-09,-0.72343
2021-07-16,-0.72069
2021-07-23,-0.70661
2021-07-30,-0.69630
2021-08-06,-0.68522
2021-08-13,-0.67668
2021-08-20,-0.66918
2021-08-27,-0.66784
2021-09-03,-0.66923
2021-09-10,-0.67421
2021-09-17,-0.68249
2021-09-24,-0.69005
2021-10-01,-0.69803
2021-10-08,-0.70240
2021-10-15,-0.70378
2021-10-22,-0.69447
2021-10-29,-0.68106
2021-11-05,-0.66189
2021-11-12,-0.64067
2021-11-19,-0.62015
2021-11-26,-0.60235
2021-12-03,-0.58855
2021-12-10,-0.58514
2021-12-17,-0.58719
2021-12-24,-0.59134
2021-12-31,-0.59908
2022-01-07,-0.60469
2022-01-14,-0.60647
2022-01-21,-0.59889
2022-01-28,-0.58478
2022-02-04,-0.56471
2022-02-11,-0.53772
2022-02-18,-0.50270
2022-02-25,-0.46721
2022-03-04,-0.43184
